# Program:featureCounts v1.5.0-p3; Command:"/grp/gf/bin/bpucker/featureCounts/subread-1.5.0-p3-Linux-x86_64/bin/featureCounts" "-t" "gene" "-g" "old_locus_tag" "-a" "/vol/cluster-data/bpucker/nadja/ATCC13032.gff" "-o" "/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel.count_table.txt" "/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel/Aligned.sortedByCoord.out.bam
cg1701	NC_006958.1	1589037	1592702	-	3666	4682
cg1702	NC_006958.1	1592810	1593382	+	573	142
cg1703	NC_006958.1	1593405	1594433	-	1029	290
cg1705	NC_006958.1	1594870	1595982	+	1113	281
cg1706	NC_006958.1	1595999	1596421	+	423	120
cg1707	NC_006958.1	1596497	1597138	+	642	177
cg1708	NC_006958.1	1597308	1597688	-	381	1048
cg1709	NC_006958.1	1597713	1598975	-	1263	803
cg1710	NC_006958.1	1599209	1600090	-	882	993
cg1711	NC_006958.1	1600146	1601084	+	939	122
cg1712	NC_006958.1	1601236	1602147	+	912	243
cg1713	NC_006958.1	1602159	1603274	+	1116	530
cg1715	NC_006958.1	1604127	1604936	+	810	1
cg1716	NC_006958.1	1604939	1606099	+	1161	17
cg1717	NC_006958.1	1606294	1606728	-	435	1153
cg1718	NC_006958.1	1606745	1607278	-	534	596
cg1719	NC_006958.1	1607325	1609124	-	1800	178
cg1720	NC_006958.1	1609125	1610714	-	1590	196
cgtRNA_3560	NC_006958.1	1610889	1610974	+	86	90
cgtRNA_3561	NC_006958.1	1611061	1611149	+	89	69
cg1722	NC_006958.1	1611703	1612314	+	612	190
cg1724	NC_006958.1	1612614	1613705	-	1092	2147
cg1725	NC_006958.1	1613698	1615911	-	2214	4301
cg1726	NC_006958.1	1615915	1617765	-	1851	5078
cg1727	NC_006958.1	1617994	1618770	+	777	53
cg1728	NC_006958.1	1618865	1619464	+	600	464
cg1730	NC_006958.1	1619785	1621083	-	1299	4496
cg1731	NC_006958.1	1621136	1621564	-	429	1519
cg1732	NC_006958.1	1621631	1622476	-	846	319
cg1733	NC_006958.1	1622523	1623308	+	786	510
cg1734	NC_006958.1	1623305	1624417	-	1113	2879
cg1735	NC_006958.1	1624491	1626383	-	1893	3596
cg1736	NC_006958.1	1626892	1627392	-	501	150
cg1737	NC_006958.1	1627746	1630577	+	2832	15499
cg1738	NC_006958.1	1630765	1631331	+	567	223
cg1739	NC_006958.1	1631380	1632138	+	759	735
cg1740	NC_006958.1	1632131	1632796	-	666	1024
cg1741	NC_006958.1	1632817	1633071	-	255	163
cg1742	NC_006958.1	1633127	1633396	+	270	148
cg1743	NC_006958.1	1633406	1634794	+	1389	877
cg1744	NC_006958.1	1635033	1637711	+	2679	346
cg1745	NC_006958.1	1637708	1638184	-	477	79
cg1746	NC_006958.1	1638548	1639912	+	1365	420
cg1750	NC_006958.1	1641383	1641625	+	243	11
cg1751	NC_006958.1	1641620	1642021	-	402	15
cg1752	NC_006958.1	1642034	1642471	+	438	21
cg1753	NC_006958.1	1642510	1644141	-	1632	960
cg1754	NC_006958.1	1644207	1645685	-	1479	53
cg1756	NC_006958.1	1645782	1646981	-	1200	136
cg1757	NC_006958.1	1647128	1647838	+	711	10
cg1758	NC_006958.1	1648016	1648603	+	588	278
cg1759	NC_006958.1	1648676	1649089	-	414	1744
cg1760	NC_006958.1	1649115	1649564	-	450	1437
cg1761	NC_006958.1	1649564	1650829	-	1266	4070
cg1762	NC_006958.1	1650831	1651589	-	759	3636
cg1763	NC_006958.1	1651713	1652891	-	1179	5014
cg1764	NC_006958.1	1652897	1654342	-	1446	6893
cg1765	NC_006958.1	1654358	1655044	-	687	4522
cg1766	NC_006958.1	1655366	1657141	+	1776	418
cg1767	NC_006958.1	1657148	1658170	+	1023	239
cg1768	NC_006958.1	1658179	1658985	+	807	155
cg1769	NC_006958.1	1659105	1660145	+	1041	947
cg1770	NC_006958.1	1660255	1662606	+	2352	93
cg1771	NC_006958.1	1663054	1664022	+	969	571
cg1773	NC_006958.1	1664094	1665065	-	972	1004
cg1774	NC_006958.1	1665870	1667972	+	2103	12116
cg1776	NC_006958.1	1668140	1669222	+	1083	3209
cg1778	NC_006958.1	1669327	1670871	+	1545	1855
cg1779	NC_006958.1	1670886	1671845	+	960	1160
cg1780	NC_006958.1	1671862	1672569	+	708	872
cg1781	NC_006958.1	1672737	1673144	-	408	8
cg1782	NC_006958.1	1673217	1674593	+	1377	2
cg1783	NC_006958.1	1674757	1675572	-	816	23
cg1784	NC_006958.1	1675587	1676735	-	1149	11
cg1785	NC_006958.1	1676732	1678090	-	1359	41
cg1786	NC_006958.1	1678513	1678746	-	234	2261
cg1787	NC_006958.1	1678851	1681610	-	2760	3565
cg1789	NC_006958.1	1681797	1682576	-	780	4634
cg1790	NC_006958.1	1682655	1683872	-	1218	5828
cg1791	NC_006958.1	1684089	1685093	-	1005	31808
cg1792	NC_006958.1	1685582	1686565	-	984	963
cg1793	NC_006958.1	1686575	1687600	-	1026	1265
cg1794	NC_006958.1	1687617	1688546	-	930	1411
cg1795	NC_006958.1	1688568	1690658	-	2091	377
cg1796	NC_006958.1	1690666	1691247	-	582	1009
cg1797	NC_006958.1	1691334	1691813	-	480	409
cg1798	NC_006958.1	1691825	1693093	-	1269	921
cg1799	NC_006958.1	1693104	1693739	-	636	349
cg1800	NC_006958.1	1693740	1694726	-	987	449
cg1801	NC_006958.1	1694727	1695386	-	660	1162
cg1802	NC_006958.1	1695432	1696967	-	1536	900
cg1803	NC_006958.1	1696964	1697911	-	948	591
cg1804	NC_006958.1	1697931	1698440	-	510	433
cg1805	NC_006958.1	1698549	1700615	-	2067	606
cg1806	NC_006958.1	1700642	1701865	-	1224	3034
cg1807	NC_006958.1	1701973	1703235	-	1263	594
cg1809	NC_006958.1	1703497	1703784	-	288	2493
cg1810	NC_006958.1	1703876	1704448	-	573	6303
cg1811	NC_006958.1	1704456	1704776	-	321	6373
cg1812	NC_006958.1	1704982	1705818	-	837	704
cg1813	NC_006958.1	1705824	1709165	-	3342	3517
cg1814	NC_006958.1	1709171	1710352	-	1182	1479
cg1815	NC_006958.1	1710482	1711825	-	1344	1288
cg1816	NC_006958.1	1711878	1712816	-	939	831
cg1817	NC_006958.1	1712817	1713395	-	579	1569
cg1819	NC_006958.1	1713704	1715230	+	1527	346
cg1821	NC_006958.1	1715298	1715777	+	480	328
cg1822	NC_006958.1	1715767	1716231	+	465	298
cg1823	NC_006958.1	1716233	1716421	+	189	187
cg1824	NC_006958.1	1716848	1717531	-	684	3789
cg1825	NC_006958.1	1717598	1718161	-	564	3673
cg1826	NC_006958.1	1718246	1719337	-	1092	1601
cg1827	NC_006958.1	1719404	1720501	-	1098	542
cg1828	NC_006958.1	1720573	1721145	-	573	426
cg1829	NC_006958.1	1721135	1722367	-	1233	1488
cg1830	NC_006958.1	1722437	1722850	-	414	5
cg1831	NC_006958.1	1722889	1723194	-	306	43
cg1832	NC_006958.1	1723249	1724325	+	1077	21
cg1833	NC_006958.1	1724339	1725298	+	960	29
cg1834	NC_006958.1	1725295	1726050	+	756	219
cg1835	NC_006958.1	1726078	1726908	-	831	559
cg1836	NC_006958.1	1726925	1728094	-	1170	1574
cg1837	NC_006958.1	1728091	1728639	-	549	579
cg1838	NC_006958.1	1728851	1731517	-	2667	4197
cg1839	NC_006958.1	1731632	1733011	-	1380	493
cg1840	NC_006958.1	1733065	1734264	-	1200	1296
cg1841	NC_006958.1	1734454	1736280	-	1827	3880
cg1842	NC_006958.1	1736513	1737418	+	906	969
cg1843	NC_006958.1	1737470	1740130	-	2661	189
cg1844	NC_006958.1	1740179	1742038	-	1860	1029
cg1845	NC_006958.1	1742038	1742688	-	651	475
cg1846	NC_006958.1	1742782	1743378	+	597	48
cg1847	NC_006958.1	1743362	1744078	+	717	46
cg1848	NC_006958.1	1744170	1745285	+	1116	45
cg1849	NC_006958.1	1745312	1745440	+	129	9
cg1850	NC_006958.1	1745494	1745991	+	498	23
cg1852	NC_006958.1	1746353	1747702	+	1350	310
cg1853	NC_006958.1	1747699	1749423	-	1725	903
cg1855	NC_006958.1	1749456	1750745	-	1290	1851
cg1856	NC_006958.1	1750791	1751432	-	642	409
cg1857	NC_006958.1	1751563	1752405	+	843	1059
cg1859	NC_006958.1	1752966	1753523	+	558	11795
cg1860	NC_006958.1	1753725	1754000	+	276	321
cg1861	NC_006958.1	1754084	1756366	-	2283	2554
cg1862	NC_006958.1	1756394	1756951	-	558	637
cg1864	NC_006958.1	1756955	1758556	-	1602	1155
cg1865	NC_006958.1	1759058	1760269	-	1212	1754
cg1867	NC_006958.1	1760272	1762185	-	1914	2302
cg1868	NC_006958.1	1762474	1762839	-	366	915
cg1869	NC_006958.1	1762888	1763979	-	1092	333
cg1870	NC_006958.1	1763986	1764606	-	621	197
cg1871	NC_006958.1	1764646	1765287	-	642	292
cg1872	NC_006958.1	1765459	1766214	-	756	2808
cg1873	NC_006958.1	1766484	1767332	-	849	473
cg1874	NC_006958.1	1767441	1767917	+	477	285
cg1875	NC_006958.1	1767956	1768420	-	465	80
cg1876	NC_006958.1	1768417	1769502	-	1086	248
cg1877	NC_006958.1	1769503	1770468	-	966	465
cg1878	NC_006958.1	1770491	1771150	-	660	633
cg1879	NC_006958.1	1771150	1771788	-	639	953
cg1880	NC_006958.1	1771796	1773856	-	2061	4242
cg1881	NC_006958.1	1774127	1775335	-	1209	1448
cg1883	NC_006958.1	1775362	1775910	-	549	1015
cg1884	NC_006958.1	1775926	1776546	-	621	1934
cgtRNA_3562	NC_006958.1	1777145	1777220	-	76	5
cgtRNA_3563	NC_006958.1	1777254	1777328	-	75	10
cgtRNA_3564	NC_006958.1	1777339	1777409	-	71	133
cgtRNA_3565	NC_006958.1	1777451	1777523	-	73	99
cgtRNA_3566	NC_006958.1	1777557	1777631	-	75	8
cgtRNA_3567	NC_006958.1	1777665	1777737	-	73	137
cgtRNA_3568	NC_006958.1	1778085	1778156	+	72	0
cg1890	NC_006958.1	1779571	1780980	-	1410	83
cg1891	NC_006958.1	1781023	1781523	-	501	7
cg1892	NC_006958.1	1781976	1782302	-	327	16
cg1893	NC_006958.1	1782488	1783057	-	570	512
cg1894	NC_006958.1	1783396	1784265	+	870	492
cg1895	NC_006958.1	1784363	1786945	-	2583	619
cg1896	NC_006958.1	1787201	1788316	-	1116	109
cg1897	NC_006958.1	1788376	1790301	-	1926	166
cg1898	NC_006958.1	1790552	1791037	+	486	2
cg1899	NC_006958.1	1791052	1791243	+	192	1
cg1900	NC_006958.1	1791305	1791532	+	228	11
cg1901	NC_006958.1	1791930	1792274	-	345	275
cg1903	NC_006958.1	1793314	1793913	+	600	1276
cg1904	NC_006958.1	1793900	1794901	+	1002	1192
cg1905	NC_006958.1	1795186	1796295	+	1110	4954
cg1907	NC_006958.1	1797063	1797656	+	594	635
cg1908	NC_006958.1	1797682	1798524	+	843	735
cg1909	NC_006958.1	1798822	1799244	+	423	716
cg1911	NC_006958.1	1799492	1800229	-	738	6249
cg1912	NC_006958.1	1800654	1800881	+	228	31
cg1915	NC_006958.1	1802345	1802782	+	438	33
cg1916	NC_006958.1	1802966	1803571	+	606	195
cg1917	NC_006958.1	1803624	1804049	-	426	262
cg1918	NC_006958.1	1804361	1804894	+	534	165
cg1920	NC_006958.1	1805606	1806073	+	468	51
cg1921	NC_006958.1	1806101	1806340	+	240	7
cg1922	NC_006958.1	1806460	1807074	+	615	18
cg1923	NC_006958.1	1807247	1808161	+	915	39
cg1926	NC_006958.1	1809019	1809588	+	570	49
cg1927	NC_006958.1	1809609	1809896	+	288	10
cg1928	NC_006958.1	1809972	1810307	+	336	18
cg1929	NC_006958.1	1811233	1811847	+	615	26
cg1930	NC_006958.1	1812109	1813020	+	912	308
cg1931	NC_006958.1	1813036	1813413	+	378	209
cg1932	NC_006958.1	1813687	1814166	+	480	17
cg1934	NC_006958.1	1814353	1815081	+	729	19
cg1935	NC_006958.1	1815252	1815992	+	741	438
cg1936	NC_006958.1	1816359	1817126	+	768	44
cg1937	NC_006958.1	1817145	1817603	+	459	98
cg1938	NC_006958.1	1817923	1818111	+	189	4
cg1940	NC_006958.1	1818604	1819278	+	675	60
cg1941	NC_006958.1	1819293	1819694	+	402	105
cg1943	NC_006958.1	1820270	1820641	+	372	820
cg1944	NC_006958.1	1821217	1821426	-	210	83
cg1945	NC_006958.1	1821650	1823863	-	2214	574
cg1946	NC_006958.1	1824100	1825797	+	1698	315
cg1947	NC_006958.1	1825843	1826064	+	222	35
cg1949	NC_006958.1	1826647	1827078	-	432	413
cg1950	NC_006958.1	1827220	1828116	-	897	118
cg1951	NC_006958.1	1828113	1828409	-	297	31
cg1954	NC_006958.1	1831157	1831372	-	216	0
cg1955	NC_006958.1	1832237	1833538	+	1302	24
cg1956	NC_006958.1	1833657	1835519	+	1863	130
cg1957	NC_006958.1	1835618	1836400	-	783	25
cg1959	NC_006958.1	1838024	1839799	+	1776	45
cg1960	NC_006958.1	1839821	1843612	+	3792	224
cg1961	NC_006958.1	1843707	1844156	+	450	19
cg1963	NC_006958.1	1844990	1846831	+	1842	92
cg1964	NC_006958.1	1846955	1847332	+	378	22
cg1965	NC_006958.1	1847344	1847682	+	339	65
cg1966	NC_006958.1	1847802	1848152	-	351	2663
cg1967	NC_006958.1	1848799	1849407	+	609	12
cg1968	NC_006958.1	1849410	1849949	+	540	29
cg1969	NC_006958.1	1849981	1850511	+	531	6
cg1970	NC_006958.1	1850511	1851260	+	750	6
cg1971	NC_006958.1	1851253	1851441	+	189	8
cg1972	NC_006958.1	1851546	1851881	+	336	12
cg1974	NC_006958.1	1851943	1852521	-	579	71
cg1975	NC_006958.1	1852692	1853915	+	1224	43
cg1976	NC_006958.1	1854068	1855348	+	1281	8
cg1977	NC_006958.1	1855754	1856329	+	576	19
cg1978	NC_006958.1	1856530	1856712	+	183	7
cg1980	NC_006958.1	1857004	1858263	+	1260	68
cg1981	NC_006958.1	1858387	1860213	+	1827	70
cg1982	NC_006958.1	1860235	1862202	+	1968	44
cg1983	NC_006958.1	1862224	1862700	+	477	5
cg1984	NC_006958.1	1862792	1862950	+	159	2
cg1987	NC_006958.1	1867314	1867694	+	381	6
cg1988	NC_006958.1	1867800	1868267	+	468	7
cg1989	NC_006958.1	1868304	1868570	+	267	7
cg1990	NC_006958.1	1868570	1869349	+	780	418
cg1991	NC_006958.1	1869358	1870062	+	705	7
cg1992	NC_006958.1	1870140	1870367	-	228	351
cg1993	NC_006958.1	1870396	1872516	-	2121	274
cg1994	NC_006958.1	1872570	1872803	-	234	3
cg1995	NC_006958.1	1872849	1879358	-	6510	262
cg1996	NC_006958.1	1879805	1880875	+	1071	676
cg1997	NC_006958.1	1880884	1881960	+	1077	414
cg1998	NC_006958.1	1881962	1883860	+	1899	739
cg1999	NC_006958.1	1883939	1885462	-	1524	214
cg2000	NC_006958.1	1885689	1886360	-	672	122
cg2001	NC_006958.1	1886702	1888522	+	1821	248
cg2002	NC_006958.1	1888877	1889065	+	189	38
cg2003	NC_006958.1	1889157	1889474	-	318	95
cg2005	NC_006958.1	1891497	1893089	-	1593	112
cg2006	NC_006958.1	1893301	1894509	-	1209	167
cg2007	NC_006958.1	1894857	1896104	-	1248	102
cg2008	NC_006958.1	1896208	1898703	-	2496	145
cg2009	NC_006958.1	1898843	1900630	-	1788	79
cg2010	NC_006958.1	1900702	1901280	-	579	12
cg2011	NC_006958.1	1901273	1902247	-	975	36
cg2012	NC_006958.1	1902535	1903383	-	849	48
cg2014	NC_006958.1	1903474	1904355	-	882	213
cg2015	NC_006958.1	1904582	1907350	-	2769	103
cg2016	NC_006958.1	1907442	1908044	-	603	19
cg2017	NC_006958.1	1908133	1909386	-	1254	29
cg2018	NC_006958.1	1909434	1910132	-	699	13
cg2019	NC_006958.1	1910254	1910970	-	717	73
cg2020	NC_006958.1	1910970	1911980	-	1011	21
cg2021	NC_006958.1	1912111	1913772	-	1662	106
cg2022	NC_006958.1	1913802	1915205	-	1404	53
cg2023	NC_006958.1	1915442	1915801	-	360	77
cg2024	NC_006958.1	1916194	1917705	-	1512	301
cg2025	NC_006958.1	1917900	1918208	+	309	1063
cg2026	NC_006958.1	1918416	1918640	+	225	1135
cg2027	NC_006958.1	1918798	1918986	-	189	175
cg2030	NC_006958.1	1921115	1921633	-	519	244
cg2031	NC_006958.1	1921816	1922748	-	933	667
cg2032	NC_006958.1	1923016	1927482	-	4467	227
cg2033	NC_006958.1	1927728	1928309	-	582	667
cg2034	NC_006958.1	1928714	1929661	-	948	1025
cg2035	NC_006958.1	1929683	1929856	+	174	105
cg2036	NC_006958.1	1930006	1930383	+	378	283
cg2037	NC_006958.1	1930528	1932351	-	1824	1429
cg2038	NC_006958.1	1932459	1932662	-	204	158
cg2039	NC_006958.1	1932890	1933360	-	471	431
cg2040	NC_006958.1	1933404	1933787	-	384	373
cg2043	NC_006958.1	1936440	1937384	-	945	2404
cg2044	NC_006958.1	1937755	1938324	+	570	480
cg2046	NC_006958.1	1938674	1938886	+	213	246
cg2048	NC_006958.1	1940000	1940482	-	483	29
cg2049	NC_006958.1	1940618	1941610	+	993	28
cg2050	NC_006958.1	1941729	1942319	+	591	67
cg2051	NC_006958.1	1942579	1943025	+	447	718
cg2052	NC_006958.1	1943201	1943902	-	702	10020
cg2053	NC_006958.1	1943991	1944287	+	297	633
cg2054	NC_006958.1	1944567	1944785	+	219	23
cg2055	NC_006958.1	1944817	1945128	+	312	16
cg2057	NC_006958.1	1946077	1946907	-	831	238
cg2058	NC_006958.1	1947064	1947354	-	291	68
cg2059	NC_006958.1	1947421	1947804	-	384	59
cg2060	NC_006958.1	1948078	1948509	-	432	378
cg2061	NC_006958.1	1948539	1950122	-	1584	497
cg2062	NC_006958.1	1950490	1952922	-	2433	82
cg2063	NC_006958.1	1953088	1953957	-	870	58
cg2064	NC_006958.1	1954015	1956294	-	2280	76
cg2065	NC_006958.1	1957672	1959750	-	2079	69
cg2066	NC_006958.1	1959919	1960812	-	894	369
cg2067	NC_006958.1	1961234	1961668	-	435	305
cg2068	NC_006958.1	1961840	1962586	-	747	261
cg2071	NC_006958.1	1964653	1965342	-	690	194
cg2072	NC_006958.1	1965828	1966136	-	309	5
cg2073	NC_006958.1	1966154	1966588	+	435	11
cg2074	NC_006958.1	1966816	1967163	+	348	20
cg2075	NC_006958.1	1967216	1967554	+	339	16
cg2076	NC_006958.1	1967593	1968291	+	699	259
cg2077	NC_006958.1	1968433	1969593	+	1161	685
cg2078	NC_006958.1	1969590	1970000	+	411	513
cg2079	NC_006958.1	1970566	1971264	-	699	2398
cg2080	NC_006958.1	1971546	1972163	+	618	1033
cg2081	NC_006958.1	1972174	1973385	+	1212	1151
cg2083	NC_006958.1	1973447	1975357	-	1911	1936
cg2084	NC_006958.1	1975507	1976745	-	1239	1485
cg2085	NC_006958.1	1976822	1977685	-	864	1203
cg2086	NC_006958.1	1977783	1978232	-	450	439
cg2087	NC_006958.1	1978298	1978849	+	552	463
cg2088	NC_006958.1	1978921	1979130	-	210	160
cg2089	NC_006958.1	1979325	1979618	-	294	1115
cg2090	NC_006958.1	1979769	1980611	-	843	533
cg2091	NC_006958.1	1980681	1981433	+	753	2451
cg2092	NC_006958.1	1981923	1983407	+	1485	2971
cg2095	NC_006958.1	1984207	1985544	-	1338	533
cg2096	NC_006958.1	1985630	1986169	-	540	871
cg2097	NC_006958.1	1986302	1988014	-	1713	820
cg2098	NC_006958.1	1988011	1988250	-	240	375
cg2099	NC_006958.1	1988308	1988805	+	498	94
cg2100	NC_006958.1	1988798	1990327	+	1530	459
cg2101	NC_006958.1	1990341	1990775	+	435	101
cg2102	NC_006958.1	1990902	1991897	+	996	5135
cg2103	NC_006958.1	1992314	1993000	+	687	1587
cg2104	NC_006958.1	1993007	1993996	+	990	1252
cg2105	NC_006958.1	1993993	1995318	-	1326	235
cg2106	NC_006958.1	1995471	1996430	+	960	997
cg2107	NC_006958.1	1996542	1999094	+	2553	1657
cg2109	NC_006958.1	1999225	2000208	+	984	1553
cg2110	NC_006958.1	2000322	2001413	-	1092	1046
cg2111	NC_006958.1	2001526	2005434	+	3909	1144
cg2112	NC_006958.1	2005476	2005928	-	453	93
cg2114	NC_006958.1	2006798	2007559	+	762	1537
cg2115	NC_006958.1	2007864	2008643	+	780	325
cg2116	NC_006958.1	2008640	2009602	+	963	495
cg2117	NC_006958.1	2009664	2011370	-	1707	10323
cg2118	NC_006958.1	2011777	2012571	+	795	893
cg2119	NC_006958.1	2012568	2013560	+	993	1265
cg2120	NC_006958.1	2013557	2015623	+	2067	4172
cg2121	NC_006958.1	2015811	2016080	+	270	5826
cg2124	NC_006958.1	2016760	2017287	-	528	418
cg2125	NC_006958.1	2017366	2018655	-	1290	606
cg2126	NC_006958.1	2018696	2020225	-	1530	1386
cg2127	NC_006958.1	2020400	2021158	+	759	722
cg2128	NC_006958.1	2021355	2021894	+	540	520
cg2129	NC_006958.1	2021891	2022724	-	834	466
cg2130	NC_006958.1	2022730	2023635	-	906	286
cg2131	NC_006958.1	2023655	2024275	-	621	243
cg2132	NC_006958.1	2024452	2025813	+	1362	2245
cg2133	NC_006958.1	2025814	2026839	+	1026	232
cg2134	NC_006958.1	2027166	2027837	-	672	999
cg2135	NC_006958.1	2027901	2029481	-	1581	1172
cg2136	NC_006958.1	2029799	2030551	+	753	5822
cg2137	NC_006958.1	2030669	2031556	+	888	6511
cg2138	NC_006958.1	2031678	2032364	+	687	2009
cg2139	NC_006958.1	2032364	2033311	+	948	1983
cg2140	NC_006958.1	2033344	2033991	-	648	58
cg2141	NC_006958.1	2034035	2035165	-	1131	381
cg2145	NC_006958.1	2035440	2035655	-	216	125
cg2146	NC_006958.1	2035713	2036393	-	681	118
cg2147	NC_006958.1	2036588	2037193	+	606	42
cg2148	NC_006958.1	2037226	2037918	+	693	94
cg2149	NC_006958.1	2037915	2038526	+	612	119
cg2151	NC_006958.1	2038602	2039432	-	831	5464
cg2152	NC_006958.1	2039662	2039985	-	324	1070
cg2153	NC_006958.1	2040043	2040561	-	519	460
cg2154	NC_006958.1	2040565	2041170	-	606	413
cg2155	NC_006958.1	2041364	2041651	+	288	1155
cg2156	NC_006958.1	2041673	2041792	+	120	38
cg2157	NC_006958.1	2041845	2042954	-	1110	1245
cg2158	NC_006958.1	2043341	2046220	-	2880	2655
cg2159	NC_006958.1	2046439	2047074	-	636	145
cg2160	NC_006958.1	2047169	2049325	-	2157	6509
cg2161	NC_006958.1	2049328	2050233	-	906	3379
cg2162	NC_006958.1	2050434	2051186	-	753	794
cg2163	NC_006958.1	2051238	2051984	-	747	1269
cg2165	NC_006958.1	2052165	2052866	+	702	277
cg2166	NC_006958.1	2052979	2055240	-	2262	6816
cg2167	NC_006958.1	2055483	2055752	-	270	7921
cg2168	NC_006958.1	2055926	2056876	-	951	1468
cg2169	NC_006958.1	2056966	2057991	-	1026	731
cg2170	NC_006958.1	2058023	2058916	+	894	197
cg2171	NC_006958.1	2059265	2059918	-	654	524
cg2172	NC_006958.1	2059908	2060714	-	807	616
cg2173	NC_006958.1	2060798	2062111	-	1314	254
cg2174	NC_006958.1	2062098	2063096	-	999	927
cg2175	NC_006958.1	2063102	2063551	-	450	515
cg2176	NC_006958.1	2063759	2066773	-	3015	10978
cg2177	NC_006958.1	2066891	2067229	-	339	4220
cg2178	NC_006958.1	2067427	2068425	-	999	1986
cg2179	NC_006958.1	2068459	2068995	-	537	371
cg2180	NC_006958.1	2069050	2069919	+	870	232
cg2181	NC_006958.1	2070290	2071894	+	1605	9322
cg2182	NC_006958.1	2072073	2072999	+	927	1278
cg2183	NC_006958.1	2072992	2074026	+	1035	1731
cg2184	NC_006958.1	2074023	2075756	+	1734	3332
cg2185	NC_006958.1	2075848	2077614	-	1767	1901
cg2186	NC_006958.1	2077702	2078439	+	738	191
cg2187	NC_006958.1	2078436	2079182	-	747	152
cg2188	NC_006958.1	2079202	2080305	-	1104	282
cg2189	NC_006958.1	2080481	2081140	-	660	338
cg2190	NC_006958.1	2081288	2082712	+	1425	408
cg2191	NC_006958.1	2082764	2083684	-	921	740
cg2192	NC_006958.1	2083911	2085413	-	1503	5111
cg2193	NC_006958.1	2085811	2086827	+	1017	416
cg2194	NC_006958.1	2086966	2088363	+	1398	791
cg2195	NC_006958.1	2088786	2089133	+	348	26978
cg2196	NC_006958.1	2089189	2089548	+	360	25689
cg2197	NC_006958.1	2089678	2090409	+	732	1492
cg2198	NC_006958.1	2090406	2091290	-	885	1020
cg2199	NC_006958.1	2091343	2093211	-	1869	970
cg2200	NC_006958.1	2093266	2093898	-	633	158
cg2201	NC_006958.1	2093895	2095028	-	1134	110
cg2202	NC_006958.1	2095139	2096098	+	960	28
cg2204	NC_006958.1	2096114	2096806	+	693	18
cg2206	NC_006958.1	2097397	2098578	-	1182	2524
cg2207	NC_006958.1	2098716	2099930	-	1215	601
cg2208	NC_006958.1	2099950	2101128	-	1179	491
cg2211	NC_006958.1	2101372	2101815	+	444	4409
cg2212	NC_006958.1	2101872	2103452	-	1581	450
cg2213	NC_006958.1	2103453	2104310	-	858	346
cg2214	NC_006958.1	2104501	2105601	-	1101	1326
cg2216	NC_006958.1	2106282	2107175	-	894	1333
cg2217	NC_006958.1	2107333	2107890	-	558	3004
cg2218	NC_006958.1	2107983	2108669	-	687	2027
cg2221	NC_006958.1	2109050	2109877	-	828	14717
cg2222	NC_006958.1	2110118	2110936	-	819	25122
cg2223	NC_006958.1	2111319	2111813	+	495	50
cg2224	NC_006958.1	2111810	2112757	-	948	1410
cg2226	NC_006958.1	2112932	2114116	-	1185	25
cg2227	NC_006958.1	2114113	2115636	-	1524	20
cg2228	NC_006958.1	2115623	2115991	-	369	4
cg2229	NC_006958.1	2116311	2116616	-	306	320
cg2230	NC_006958.1	2116613	2117281	-	669	128
cg2232	NC_006958.1	2117308	2118096	-	789	760
cg2234	NC_006958.1	2118281	2119219	+	939	147
cg2235	NC_006958.1	2119681	2120022	-	342	10108
cg2236	NC_006958.1	2120385	2121050	+	666	1457
cg2237	NC_006958.1	2121047	2122171	+	1125	2845
cg2238	NC_006958.1	2122185	2122382	+	198	215
cg2239	NC_006958.1	2122384	2123166	+	783	1162
cg2240	NC_006958.1	2123168	2124244	+	1077	976
cg2241	NC_006958.1	2124507	2126783	-	2277	1241
cg2242	NC_006958.1	2126794	2127771	-	978	59
cg2243	NC_006958.1	2127801	2129231	-	1431	43
cg2244	NC_006958.1	2129334	2130587	-	1254	81
cg2247	NC_006958.1	2131158	2131538	-	381	372
cg2248	NC_006958.1	2131554	2132246	-	693	182
cg2249	NC_006958.1	2132243	2133121	-	879	322
cg2250	NC_006958.1	2133148	2133798	+	651	399
cg2251	NC_006958.1	2133795	2134310	-	516	352
cg2252	NC_006958.1	2134440	2134790	+	351	62
cg2253	NC_006958.1	2134862	2135359	-	498	8144
cg2254	NC_006958.1	2135675	2136151	+	477	239
cg2255	NC_006958.1	2136171	2137040	-	870	114
cg2256	NC_006958.1	2137037	2137915	-	879	73
cg2257	NC_006958.1	2137991	2139634	-	1644	3425
cg2258	NC_006958.1	2139713	2141791	-	2079	357
cg2260	NC_006958.1	2141798	2142136	-	339	368
cg2261	NC_006958.1	2142201	2143517	-	1317	269
cg2262	NC_006958.1	2143806	2145536	-	1731	2201
cg2263	NC_006958.1	2146139	2149513	-	3375	1957
cg2265	NC_006958.1	2149657	2153124	-	3468	1112
cg2266	NC_006958.1	2153139	2153423	-	285	65
cg2267	NC_006958.1	2153434	2155290	-	1857	230
cg2268	NC_006958.1	2155380	2156240	-	861	183
